Date,Prices
08/06/2008 9:21,335.0

08/07/2008 5:06,335.0

08/07/2008 7:10,335.0

08/08/2008 3:21,335.0

08/08/2008 7:04,335.0

08/08/2008 19:14,335.0

08/10/2008 1:52,335.0

08/11/2008 0:37,335.0

08/11/2008 13:16,335.0

08/12/2008 4:50,335.0

8/13/2008 18:45,335.0

8/14/2008 0:44,335.0

8/15/2008 14:51,335.0

8/17/2008 15:16,335.0

8/18/2008 5:03,335.0

8/19/2008 2:40,335.0

8/22/2008 22:56,335.0

8/24/2008 11:25,335.0

8/24/2008 20:42,335.0

8/24/2008 21:46,335.0

8/26/2008 5:44,335.0

8/27/2008 10:46,335.0

8/30/2008 0:48,335.0

8/30/2008 2:32,335.0

8/30/2008 9:56,335.0

8/30/2008 15:40,335.0

8/30/2008 23:35,335.0

8/31/2008 3:19,335.0

8/31/2008 7:16,335.0

8/31/2008 9:18,335.0

09/01/2008 4:59,231.0

09/01/2008 19:24,330.0

09/01/2008 20:18,330.0

09/07/2008 4:53,330.0

09/07/2008 16:13,231.0

09/08/2008 23:27,330.0

09/10/2008 0:23,330.0

9/14/2008 14:22,330.0

9/17/2008 5:05,330.0

9/17/2008 10:12,231.0

9/19/2008 3:22,231.0

9/19/2008 9:07,330.0

9/19/2008 10:05,231.0

9/29/2008 4:10,330.0

9/30/2008 8:09,330.0

10/03/2008 3:17,325.0

10/04/2008 5:39,325.0

10/04/2008 14:26,325.0

10/08/2008 18:41,325.0

10/11/2008 21:45,325.0

10/12/2008 11:47,325.0

10/14/2008 3:12,325.0

10/15/2008 9:04,325.0

10/16/2008 2:15,325.0

10/16/2008 9:49,325.0

10/17/2008 16:49,325.0

10/19/2008 3:56,325.0

10/21/2008 15:31,325.0

10/22/2008 16:35,325.0

10/26/2008 2:04,325.0

10/26/2008 12:44,325.0

10/27/2008 14:30,325.0

10/28/2008 8:43,325.0

10/29/2008 15:24,325.0

10/31/2008 1:26,325.0

10/31/2008 15:30,325.0

10/31/2008 18:39,325.0

11/08/2008 8:50,320.0

11/09/2008 21:46,320.0

11/10/2008 22:32,320.0

11/11/2008 8:33,320.0

11/15/2008 8:19,320.0

11/15/2008 19:50,320.0

11/16/2008 21:02,320.0

11/16/2008 23:40,320.0

11/17/2008 8:28,320.0

11/17/2008 8:55,320.0

11/18/2008 20:03,320.0

11/19/2008 10:43,320.0

11/19/2008 17:00,320.0

11/20/2008 16:36,320.0

11/21/2008 5:45,320.0

11/28/2008 15:56,320.0

11/29/2008 7:57,320.0

11/29/2008 18:32,320.0

11/29/2008 19:50,320.0

11/30/2008 15:12,320.0

12/01/2008 13:05,315.0

12/02/2008 0:11,315.0

12/07/2008 6:31,315.0

12/07/2008 12:17,315.0

12/07/2008 21:10,315.0

12/09/2008 21:23,315.0

12/09/2008 21:31,nan

12/12/2008 12:09,nan

12/12/2008 19:12,315.0

12/13/2008 22:54,315.0

12/14/2008 6:34,nan

12/14/2008 6:58,315.0

12/14/2008 9:00,315.0

12/14/2008 20:47,nan

12/15/2008 20:43,315.0

12/19/2008 16:18,nan

12/20/2008 20:59,nan

12/20/2008 23:57,315.0

12/21/2008 12:29,nan

12/21/2008 17:45,315.0

12/22/2008 0:34,315.0

12/24/2008 9:20,315.0

12/25/2008 22:29,315.0

12/26/2008 1:24,nan

12/26/2008 1:33,315.0

12/26/2008 12:17,315.0

12/26/2008 16:43,315.0

12/28/2008 6:01,315.0

12/29/2008 20:36,315.0

12/30/2008 20:09,nan

01/01/2008 6:31,320.0

01/05/2008 0:04,320.0

01/08/2008 3:35,320.0

01/09/2008 11:00,320.0

01/12/2008 2:39,320.0

1/17/2008 11:53,320.0

1/17/2008 14:54,320.0

1/20/2008 12:27,320.0

1/21/2008 0:19,320.0

1/21/2008 6:33,320.0

1/28/2008 20:26,320.0

1/29/2008 7:01,320.0

1/29/2008 11:32,320.0

1/29/2008 15:58,320.0

1/30/2008 2:38,320.0

1/31/2008 22:23,320.0

02/03/2008 4:56,315.0

02/04/2008 3:36,315.0

02/05/2008 6:03,315.0

02/05/2008 23:34,315.0

02/07/2008 11:47,315.0

02/08/2008 20:42,315.0

02/08/2008 23:55,315.0

02/09/2008 19:43,315.0

02/10/2008 10:52,315.0

2/16/2008 4:50,315.0

2/17/2008 1:17,315.0

2/18/2008 14:31,315.0

2/19/2008 18:48,315.0

2/21/2008 4:05,315.0

2/21/2008 20:12,315.0

2/21/2008 23:38,315.0

2/23/2008 19:50,315.0

2/26/2008 19:49,315.0

2/27/2008 2:21,315.0

2/27/2008 12:07,315.0

2/27/2008 15:13,315.0

2/28/2008 19:12,315.0

03/03/2008 22:42,217.0

03/04/2008 2:57,310.0

03/04/2008 22:01,310.0

03/06/2008 14:14,217.0

03/09/2008 1:01,310.0

03/09/2008 9:14,310.0

3/13/2008 2:38,217.0

3/13/2008 20:07,310.0

3/16/2008 21:49,310.0

3/18/2008 2:46,310.0

3/19/2008 13:59,217.0

3/20/2008 2:48,310.0

3/20/2008 15:25,310.0

3/20/2008 17:33,310.0

3/25/2008 3:55,310.0

3/25/2008 18:24,310.0

3/26/2008 7:13,310.0

3/27/2008 10:27,310.0

3/27/2008 17:28,310.0

3/30/2008 6:08,310.0

3/31/2008 14:13,217.0

04/02/2008 4:23,305.0

04/03/2008 23:57,305.0

04/04/2008 18:57,305.0

04/06/2008 0:27,305.0

04/08/2008 10:30,305.0

04/09/2008 14:20,305.0

04/11/2008 15:23,305.0

04/12/2008 16:54,305.0

4/13/2008 11:27,305.0

4/13/2008 12:25,305.0

4/16/2008 1:19,305.0

4/16/2008 22:07,305.0

4/17/2008 3:32,305.0

4/19/2008 3:18,305.0

4/19/2008 3:48,305.0

4/20/2008 10:47,305.0

4/22/2008 19:53,305.0

4/24/2008 11:51,305.0

4/25/2008 21:56,305.0

4/29/2008 8:48,305.0

4/29/2008 19:01,305.0

4/30/2008 11:20,305.0

4/30/2008 15:11,305.0

05/01/2008 10:32,300.0

05/02/2008 11:46,300.0

05/03/2008 12:54,300.0

05/04/2008 20:27,300.0

05/05/2008 7:13,300.0

05/05/2008 21:07,300.0

05/07/2008 1:19,300.0

05/09/2008 2:08,300.0

05/09/2008 9:29,300.0

05/10/2008 4:47,300.0

05/12/2008 1:21,300.0

05/12/2008 13:12,300.0

5/13/2008 6:30,300.0

5/14/2008 9:33,300.0

5/19/2008 8:31,300.0

5/19/2008 10:44,300.0

5/19/2008 18:57,300.0

5/21/2008 1:42,300.0

5/22/2008 0:15,300.0

5/23/2008 1:03,300.0

5/25/2008 18:51,300.0

5/26/2008 14:53,300.0

5/26/2008 17:38,300.0

5/26/2008 21:56,300.0

5/27/2008 2:05,300.0

5/28/2008 1:59,300.0

5/30/2008 2:32,300.0

06/01/2008 2:13,nan

06/01/2008 15:49,nan

06/02/2008 5:18,295.0

06/04/2008 16:48,295.0

06/04/2008 20:52,nan

06/05/2008 2:34,nan

06/05/2008 5:27,nan

06/05/2008 13:29,nan

06/08/2008 20:45,295.0

6/13/2008 17:42,295.0

6/19/2008 21:52,295.0

6/22/2008 4:16,295.0

6/25/2008 8:20,295.0

6/26/2008 16:55,295.0

6/28/2008 20:53,295.0

6/28/2008 21:55,295.0

6/29/2008 21:59,295.0

07/01/2008 2:59,290.0

07/02/2008 13:59,290.0

07/02/2008 14:36,290.0

07/02/2008 14:56,290.0

07/03/2008 15:43,290.0

07/03/2008 19:50,290.0

07/04/2008 23:38,290.0

07/07/2008 6:20,290.0

07/08/2008 7:18,290.0

07/08/2008 10:27,290.0

07/08/2008 15:05,290.0

07/09/2008 8:10,290.0

07/10/2008 19:58,290.0

7/13/2008 18:17,290.0

7/14/2008 13:08,290.0

7/14/2008 21:29,290.0

7/15/2008 19:43,290.0

7/18/2008 16:43,290.0

7/20/2008 16:54,290.0

7/23/2008 16:22,290.0

7/24/2008 21:13,290.0

7/29/2008 15:37,290.0

08/01/2008 1:52,285.0

08/02/2008 23:52,285.0

08/03/2008 18:07,285.0

08/07/2008 20:47,285.0

08/09/2008 2:07,285.0

08/12/2008 13:48,285.0

8/14/2008 7:26,285.0

8/15/2008 4:02,285.0

8/18/2008 1:26,285.0

8/24/2008 6:09,285.0

8/24/2008 6:28,285.0

8/28/2008 6:25,285.0

8/28/2008 22:28,285.0

8/29/2008 20:47,285.0

8/30/2008 0:59,285.0

8/30/2008 2:58,285.0

8/30/2008 14:38,285.0

8/30/2008 14:40,285.0

8/30/2008 19:55,285.0

09/02/2008 9:22,280.0

09/04/2008 23:37,280.0

09/05/2008 0:42,280.0

09/07/2008 10:17,196.0

09/08/2008 1:00,196.0

09/08/2008 22:57,196.0

09/09/2008 15:21,280.0

09/12/2008 2:45,280.0

9/13/2008 23:52,280.0

9/14/2008 14:09,280.0

9/15/2008 14:37,280.0

9/16/2008 4:29,196.0

9/22/2008 17:52,280.0

9/22/2008 21:56,196.0

9/23/2008 18:42,280.0

9/25/2008 0:21,280.0

9/25/2008 22:24,280.0

9/26/2008 4:59,196.0

9/27/2008 23:33,280.0

9/28/2008 11:52,280.0

9/29/2008 14:19,280.0

9/30/2008 12:45,280.0

10/01/2008 18:19,275.0

10/03/2008 10:20,275.0

10/03/2008 12:13,275.0

10/04/2008 0:34,275.0

10/04/2008 17:09,275.0

10/06/2008 3:00,275.0

10/09/2008 20:44,275.0

10/09/2008 21:10,275.0

10/11/2008 1:06,275.0

10/14/2008 12:17,275.0

10/15/2008 6:57,275.0

10/15/2008 16:35,275.0

10/15/2008 22:20,275.0

10/16/2008 10:20,275.0

10/16/2008 13:43,275.0

10/18/2008 15:09,275.0

10/25/2008 20:55,275.0

10/25/2008 22:21,275.0

10/26/2008 6:47,275.0

10/27/2008 7:10,275.0

10/28/2008 11:48,275.0

10/29/2008 6:26,275.0

11/01/2008 17:18,270.0

11/02/2008 4:09,270.0

11/04/2008 21:16,270.0

11/05/2008 12:17,270.0

11/06/2008 2:26,270.0

11/07/2008 21:44,270.0

11/08/2008 13:59,270.0

11/08/2008 19:32,270.0

11/09/2008 1:08,270.0

11/10/2008 17:34,270.0

11/11/2008 21:44,270.0

11/13/2008 13:21,270.0

11/13/2008 21:26,270.0

11/15/2008 22:13,270.0

11/16/2008 19:18,270.0

11/22/2008 10:40,270.0

11/23/2008 17:49,270.0

11/23/2008 23:33,270.0

11/24/2008 13:24,270.0

11/24/2008 23:46,270.0

11/26/2008 23:34,270.0

11/27/2008 13:40,270.0

11/29/2008 2:32,270.0

12/09/2008 21:51,nan

12/11/2008 17:59,265.0

12/12/2008 8:11,nan

12/13/2008 11:30,265.0

12/14/2008 17:58,265.0

12/14/2008 20:24,265.0

12/14/2008 21:28,265.0

12/15/2008 5:57,265.0

12/15/2008 9:15,nan

12/15/2008 14:01,265.0

12/17/2008 4:51,265.0

12/20/2008 11:01,265.0

12/20/2008 11:43,265.0

12/21/2008 4:22,265.0

12/24/2008 7:10,265.0

12/25/2008 9:13,265.0

12/25/2008 10:51,265.0

12/25/2008 15:58,265.0

12/26/2008 2:24,265.0

12/30/2008 1:55,nan

01/02/2008 5:47,410.0

01/03/2008 15:55,410.0

01/07/2008 3:52,410.0

01/07/2008 5:46,410.0

01/08/2008 14:31,410.0

01/08/2008 22:58,410.0

01/09/2008 13:49,410.0

01/10/2008 21:32,410.0

01/11/2008 6:09,410.0

01/11/2008 8:21,410.0

01/12/2008 14:57,410.0

1/15/2008 16:33,410.0

1/18/2008 0:33,410.0

1/18/2008 2:00,410.0

1/19/2008 15:56,410.0

1/21/2008 14:12,410.0

1/22/2008 4:47,410.0

1/23/2008 2:59,410.0

1/26/2008 22:37,410.0

1/28/2008 14:04,410.0

1/28/2008 15:50,410.0

1/28/2008 20:51,410.0

1/31/2008 6:41,410.0

02/01/2008 22:05,405.0

02/02/2008 3:23,405.0

02/06/2008 9:36,405.0

02/06/2008 23:28,405.0

02/09/2008 5:17,405.0

2/13/2008 6:36,405.0

2/15/2008 3:20,405.0

2/15/2008 14:53,405.0

2/17/2008 21:11,405.0

2/18/2008 10:16,405.0

2/19/2008 11:31,405.0

2/20/2008 5:03,405.0

2/21/2008 13:34,405.0

2/21/2008 23:42,405.0

2/22/2008 10:35,405.0

2/22/2008 16:33,405.0

2/25/2008 2:16,405.0

2/28/2008 21:24,405.0

03/01/2008 21:28,400.0

03/01/2008 22:07,400.0

03/02/2008 14:39,400.0

03/04/2008 22:18,400.0

03/05/2008 21:38,280.0

03/06/2008 8:21,400.0

03/08/2008 5:32,400.0

03/08/2008 10:17,400.0

03/10/2008 5:44,400.0

03/10/2008 9:44,400.0

03/10/2008 13:40,400.0

03/11/2008 1:32,400.0

3/15/2008 4:24,280.0

3/16/2008 19:18,280.0

3/18/2008 3:27,400.0

3/20/2008 22:35,400.0

3/23/2008 1:02,400.0

3/23/2008 14:08,400.0

3/23/2008 16:02,400.0

3/24/2008 17:48,400.0

3/30/2008 4:55,400.0

3/30/2008 22:44,400.0

04/01/2008 16:34,395.0

04/02/2008 5:37,395.0

04/02/2008 14:16,395.0

04/04/2008 23:32,395.0

04/09/2008 1:45,395.0

4/14/2008 12:31,395.0

4/15/2008 10:49,395.0

4/16/2008 23:07,395.0

4/17/2008 23:58,395.0

4/19/2008 0:05,395.0

4/23/2008 14:46,395.0

4/25/2008 0:42,395.0

4/25/2008 6:15,395.0

4/28/2008 4:32,395.0

4/28/2008 20:30,395.0

05/01/2008 23:24,390.0

05/04/2008 12:04,390.0

05/04/2008 19:33,390.0

05/05/2008 13:56,390.0

05/05/2008 22:05,390.0

05/06/2008 20:08,390.0

05/09/2008 14:19,390.0

05/11/2008 11:23,390.0

05/12/2008 6:58,390.0

5/16/2008 23:51,390.0

5/20/2008 14:59,390.0

5/21/2008 17:05,390.0

5/23/2008 18:12,390.0

5/24/2008 11:08,390.0

5/27/2008 17:13,390.0

5/27/2008 17:36,390.0

5/27/2008 18:43,390.0

5/28/2008 4:58,390.0

5/29/2008 3:12,390.0

5/30/2008 9:53,390.0

5/30/2008 21:12,390.0

5/31/2008 2:50,390.0

5/31/2008 7:19,390.0

06/02/2008 4:54,nan

06/05/2008 0:28,385.0

06/05/2008 8:05,385.0

06/07/2008 8:58,385.0

06/08/2008 1:18,385.0

06/08/2008 17:08,385.0

06/12/2008 16:34,385.0

6/15/2008 17:16,385.0

6/19/2008 10:22,nan

6/20/2008 22:31,385.0

6/21/2008 1:19,nan

6/23/2008 17:58,385.0

6/24/2008 10:33,385.0

6/24/2008 11:05,nan

6/24/2008 19:02,385.0

6/25/2008 23:58,385.0

6/26/2008 2:15,385.0

6/28/2008 18:41,385.0

6/28/2008 19:27,385.0

6/29/2008 9:41,385.0

07/01/2008 17:25,380.0

07/02/2008 12:31,380.0

07/02/2008 13:30,380.0

07/06/2008 9:05,380.0

07/07/2008 16:55,380.0

07/08/2008 3:09,380.0

07/08/2008 20:11,380.0

07/09/2008 0:38,380.0

07/10/2008 3:29,380.0

07/10/2008 7:15,380.0

07/10/2008 7:30,380.0

07/11/2008 8:38,380.0

07/11/2008 12:56,380.0

07/12/2008 10:37,380.0

07/12/2008 18:26,380.0

7/13/2008 6:36,380.0

7/14/2008 5:12,380.0

7/14/2008 15:24,380.0

7/15/2008 9:10,380.0

7/15/2008 23:40,380.0

7/17/2008 9:36,380.0

7/17/2008 21:24,380.0

7/18/2008 16:02,380.0

7/19/2008 18:41,380.0

7/20/2008 22:30,380.0

7/27/2008 10:54,380.0

7/29/2008 13:59,380.0

08/02/2008 3:37,375.0

08/03/2008 6:18,375.0

08/06/2008 18:30,375.0

08/07/2008 12:09,375.0

08/07/2008 21:42,375.0

08/09/2008 16:18,375.0

08/09/2008 23:11,375.0

08/10/2008 5:22,375.0

08/12/2008 12:17,375.0

8/14/2008 17:50,375.0

8/16/2008 14:10,375.0

8/18/2008 14:30,375.0

8/20/2008 22:09,375.0

8/21/2008 13:40,375.0

8/22/2008 7:28,375.0

8/22/2008 20:30,375.0

8/25/2008 22:23,375.0

8/28/2008 3:24,375.0

8/30/2008 5:43,375.0

8/30/2008 13:02,375.0

8/30/2008 15:52,375.0

8/31/2008 6:27,375.0

8/31/2008 22:12,375.0

09/01/2008 0:57,259.0

09/01/2008 6:11,259.0

09/01/2008 16:20,370.0

09/03/2008 17:46,370.0

09/05/2008 5:53,370.0

09/05/2008 16:11,370.0

09/07/2008 3:44,259.0

09/07/2008 11:12,370.0

09/08/2008 23:10,259.0

9/13/2008 12:43,259.0

9/13/2008 23:36,370.0

9/14/2008 3:54,370.0

9/16/2008 8:35,259.0

9/19/2008 0:11,370.0

9/21/2008 6:58,370.0

9/23/2008 12:25,370.0

9/23/2008 18:08,370.0

9/24/2008 11:20,370.0

9/24/2008 17:10,370.0

9/25/2008 0:38,370.0

9/26/2008 8:42,259.0

9/26/2008 14:07,370.0

9/28/2008 22:26,370.0

10/01/2008 7:07,365.0

10/02/2008 2:58,365.0

10/03/2008 11:45,365.0

10/04/2008 8:49,365.0

10/09/2008 2:00,365.0

10/09/2008 11:10,365.0

10/11/2008 14:14,365.0

10/14/2008 11:08,365.0

10/17/2008 20:01,365.0

10/19/2008 23:54,365.0

10/20/2008 0:04,365.0

10/20/2008 8:46,365.0

10/21/2008 0:28,365.0

10/21/2008 13:35,365.0

10/22/2008 3:57,365.0

10/24/2008 9:41,365.0

10/26/2008 10:46,365.0

10/26/2008 11:22,365.0

10/26/2008 15:19,365.0

11/01/2008 13:26,360.0

11/03/2008 13:02,360.0

11/06/2008 17:58,360.0

11/07/2008 5:35,360.0

11/08/2008 23:30,360.0

11/10/2008 4:40,360.0

11/10/2008 22:06,360.0

11/12/2008 12:30,360.0

11/13/2008 6:19,360.0

11/16/2008 7:22,360.0

11/17/2008 12:15,360.0

11/17/2008 14:39,360.0

11/18/2008 4:21,360.0

11/19/2008 6:28,360.0

11/19/2008 14:54,360.0

11/19/2008 19:52,360.0

11/21/2008 23:16,360.0

11/22/2008 0:10,360.0

11/22/2008 2:57,360.0

11/22/2008 4:10,360.0

11/22/2008 5:36,360.0

11/23/2008 3:54,360.0

11/24/2008 4:29,360.0

11/24/2008 11:14,360.0

11/25/2008 13:55,360.0

11/27/2008 16:03,360.0

11/28/2008 4:01,360.0

11/28/2008 4:54,360.0

11/28/2008 4:59,360.0

11/30/2008 14:26,360.0

12/03/2008 10:42,355.0

12/07/2008 7:03,355.0

12/08/2008 9:47,355.0

12/09/2008 15:19,355.0

12/10/2008 22:57,nan

12/12/2008 7:46,355.0

12/12/2008 15:02,355.0

12/13/2008 4:59,355.0

12/13/2008 21:38,355.0

12/14/2008 11:23,nan

12/15/2008 15:04,355.0

12/15/2008 17:15,355.0

12/16/2008 3:56,355.0

12/18/2008 5:54,355.0

12/20/2008 16:48,nan

12/21/2008 2:57,355.0

12/21/2008 6:50,355.0

12/21/2008 13:20,nan

12/21/2008 23:23,355.0

12/22/2008 0:46,355.0

12/23/2008 14:27,355.0

12/23/2008 21:03,355.0

12/24/2008 2:44,355.0

12/26/2008 9:41,nan

12/26/2008 18:11,355.0

12/27/2008 0:50,355.0

12/27/2008 1:34,nan

12/28/2008 0:51,355.0

12/28/2008 13:29,355.0

12/28/2008 15:16,355.0

12/28/2008 18:16,355.0

01/01/2008 14:53,360.0

01/02/2008 7:34,360.0

01/02/2008 20:30,360.0

01/04/2008 6:41,360.0

01/09/2008 17:37,360.0

01/10/2008 9:17,360.0

01/10/2008 13:32,360.0

01/11/2008 12:57,360.0

1/13/2008 17:47,360.0

1/14/2008 19:09,360.0

1/14/2008 19:22,360.0

1/15/2008 17:21,360.0

1/16/2008 6:09,360.0

1/16/2008 16:07,360.0

1/17/2008 6:21,360.0

1/17/2008 21:33,360.0

1/18/2008 9:40,360.0

1/18/2008 22:46,360.0

1/20/2008 18:06,360.0

1/21/2008 16:02,360.0

1/22/2008 8:24,360.0

1/23/2008 1:07,360.0

1/23/2008 13:40,360.0

1/26/2008 6:11,360.0

1/27/2008 3:26,360.0

1/29/2008 18:32,360.0

02/01/2008 19:30,355.0

02/06/2008 2:17,355.0

02/06/2008 10:29,355.0

02/06/2008 14:48,355.0

02/06/2008 21:31,355.0

02/06/2008 22:36,355.0

02/07/2008 16:38,355.0

02/12/2008 3:28,355.0

02/12/2008 14:38,355.0

2/13/2008 0:16,355.0

2/14/2008 14:03,355.0

2/16/2008 6:08,355.0

2/16/2008 8:04,355.0

2/20/2008 3:07,355.0

2/20/2008 13:55,355.0

2/21/2008 6:22,355.0

2/21/2008 22:41,355.0

2/22/2008 17:53,355.0

2/24/2008 22:18,355.0

2/25/2008 15:51,355.0

2/26/2008 19:27,355.0

2/26/2008 21:51,355.0

2/27/2008 1:24,355.0

2/29/2008 22:27,355.0

03/02/2008 12:28,350.0

03/06/2008 12:38,350.0

03/08/2008 20:20,245.0

03/08/2008 20:51,350.0

03/08/2008 22:02,350.0

03/10/2008 20:00,245.0

03/12/2008 1:56,350.0

3/17/2008 8:09,350.0

3/17/2008 18:09,245.0

3/18/2008 20:47,245.0

3/19/2008 3:46,350.0

3/20/2008 17:03,245.0

3/20/2008 17:37,245.0

3/22/2008 23:38,350.0

3/26/2008 14:50,350.0

3/27/2008 12:00,350.0

3/28/2008 8:43,245.0

3/28/2008 16:52,350.0

04/02/2008 13:26,345.0

04/03/2008 14:18,345.0

04/04/2008 20:20,345.0

04/04/2008 23:56,345.0

04/06/2008 20:15,345.0

04/06/2008 21:25,345.0

04/07/2008 12:34,345.0

04/10/2008 7:45,345.0

04/11/2008 2:17,345.0

04/11/2008 21:27,345.0

04/12/2008 5:30,345.0

04/12/2008 7:30,345.0

04/12/2008 9:52,345.0

04/12/2008 16:19,345.0

4/16/2008 4:13,345.0

